Customer_ID,Customer_Name,Gender,Age,City,Account_No,Account_Type,Account_Balance,Transaction_ID,Transaction_Date,Transaction_Type,Transaction_Amount,Receiver_Account,Loan_ID,Loan_Amount,Amount_Paid,Credit_Score
C424,Dana Warren,M,57,Ahmedabad,41209519,Current,280999,T0424,2024-03-28,Transfer,171081,,L0424,372701.0,128442.0,602
C425,Jennifer Lozano,F,52,Hyderabad,91952167,Savings,452625,T0425,2024-01-26,Transfer,118249,,,,,603
C426,Anthony Hanson,M,52,Hyderabad,68213233,Current,457048,T0426,2024-04-27,Transfer,178937,,,806732.0,88390.0,839
C427,Robert Simmons,F,33,Ahmedabad,82640637,Current,397445,T0427,2024-11-24,Transfer,105423,,L0427,,,714
C428,Margaret Greene,M,49,Kolkata,85276764,Savings,373931,T0428,2024-12-10,Deposit,199139,,L0428,,,802
C429,Lisa Wolfe,F,61,Bengaluru,28718617,Savings,36129,T0429,2025-04-12,Deposit,192098,,L0429,991077.0,238420.0,704
C430,Michelle Campos,F,47,Mumbai,62918469,Savings,61388,T0430,2024-07-01,Transfer,79313,,,500315.0,124492.0,621
C431,Charles Richardson,M,33,Kolkata,15467453,Savings,412546,T0431,2024-07-30,Deposit,43627,92693786.0,L0431,,,836
C432,Joshua Stokes,M,33,Chennai,46575796,Savings,210831,T0432,2025-07-05,Withdrawal,115634,,L0432,,,620
C433,Aaron Kirby Jr.,M,59,Mumbai,44914604,Savings,464063,T0433,2025-07-17,Deposit,157387,,,248461.0,91917.0,723
C434,Robert Kim,F,61,Kolkata,21171133,Current,401526,T0434,2024-04-07,Withdrawal,113182,,,750128.0,224765.0,777
C435,Crystal Stokes,F,56,Kolkata,41371353,Savings,290203,T0435,2025-07-22,Withdrawal,18659,39699064.0,,,,759
C436,Kimberly Thomas,M,40,Hyderabad,18520713,Savings,354795,T0436,2024-11-28,Deposit,70811,,,,,734
C437,Bryan Brady,F,57,Kolkata,75927472,Current,393516,T0437,2024-05-24,Withdrawal,112881,,L0437,261402.0,143003.0,785
C438,Emily Castro,M,32,Bengaluru,52780118,Savings,93776,T0438,2024-03-31,Deposit,6821,,L0438,,,803
C439,Tricia Brown,F,29,Mumbai,71570101,Current,67811,T0439,2024-04-30,Withdrawal,37090,26735815.0,L0439,758238.0,698771.0,662
C440,Brian Elliott,M,58,Delhi,61382615,Current,179799,T0440,2025-03-04,Transfer,184148,,L0440,,,734
C441,Sarah Hayes,M,24,Bengaluru,80173104,Current,458904,T0441,2025-08-11,Deposit,142106,,,463495.0,310789.0,707
C442,Stephanie Steele,F,41,Mumbai,50293486,Current,331276,T0442,2025-02-10,Transfer,29904,,L0442,736764.0,165698.0,780
C443,Steven Brandt,M,26,Ahmedabad,20355123,Savings,279919,T0443,2024-06-04,Transfer,137559,25023754.0,L0443,659537.0,76232.0,829
C444,Ryan Pratt,F,39,Mumbai,71815183,Current,273563,T0444,2025-10-23,Deposit,124906,,,738974.0,143053.0,764
C445,Nicole Rowe,F,27,Ahmedabad,47459260,Current,248316,T0445,2024-07-06,Withdrawal,31692,,L0445,231398.0,98648.0,652
C446,Taylor Myers,F,55,Bengaluru,25165269,Savings,26267,T0446,2025-03-21,Transfer,165452,33610386.0,L0446,331126.0,135511.0,720
C447,Ashley Leonard DVM,F,64,Pune,35942275,Savings,318961,T0447,2025-03-29,Deposit,61284,37410645.0,L0447,669639.0,581669.0,630
C448,Heidi Phillips,M,29,Kolkata,81193498,Current,183739,T0448,2025-01-25,Deposit,193155,80540632.0,L0448,230004.0,222053.0,776
C449,Jennifer Gross,F,22,Chennai,13102353,Current,441625,T0449,2024-09-15,Withdrawal,125178,96734359.0,,619506.0,54971.0,831
C450,Richard Madden,F,65,Hyderabad,93661429,Savings,67920,T0450,2025-10-23,Transfer,168603,,,,,631
C451,Dr. Brandon Rodriguez,M,51,Mumbai,84043539,Current,303913,T0451,2024-02-05,Deposit,161687,,,,,846
C452,Denise Johnson,F,33,Delhi,24064443,Savings,120443,T0452,2025-01-22,Deposit,34838,,L0452,,,760
C453,William Gonzales,M,30,Ahmedabad,32518784,Savings,386634,T0453,2024-10-12,Transfer,139017,98491012.0,L0453,637769.0,520895.0,797
C454,Dr. James Peters,F,45,Chennai,48541412,Savings,345817,T0454,2024-06-19,Withdrawal,113314,,L0454,,,797
C455,Jessica Thomas,M,52,Hyderabad,10947216,Current,207553,T0455,2024-11-14,Transfer,163474,,L0455,736849.0,231526.0,715
C456,Catherine Castillo,M,56,Pune,33472476,Current,145791,T0456,2025-10-02,Transfer,166215,80244625.0,,690900.0,129508.0,816
C457,Amber Robinson,M,45,Chennai,62640750,Current,412748,T0457,2025-01-28,Transfer,130267,,,957002.0,774639.0,605
C458,Joshua Rivera,F,33,Pune,45755056,Current,389140,T0458,2024-06-22,Withdrawal,84341,99731310.0,,,,602
C459,Susan Barnett,F,35,Mumbai,96812687,Savings,16662,T0459,2024-06-07,Transfer,180330,87661847.0,,,,740
C460,John Chavez,M,40,Hyderabad,21082516,Savings,69283,T0460,2024-08-22,Withdrawal,161663,,L0460,,,759
C461,John Rivera,F,26,Chennai,90248539,Current,401626,T0461,2024-03-30,Withdrawal,187636,,L0461,,,774
C462,Michael Bush,M,31,Kolkata,44235665,Savings,340238,T0462,2025-06-19,Deposit,40551,,,,,795
C463,Michelle Ali,M,27,Mumbai,38562500,Current,16166,T0463,2025-05-21,Transfer,27809,,,868015.0,840529.0,752
C464,Dana Wilson,F,59,Bengaluru,93910694,Savings,187739,T0464,2025-01-17,Transfer,135184,17359043.0,,,,742
C465,Janet Woods,F,45,Pune,64661663,Current,108469,T0465,2024-07-24,Deposit,162399,51490009.0,,,,707
C466,Shane Jackson,F,28,Chennai,88172836,Current,236479,T0466,2025-03-01,Transfer,176769,,L0466,,,797
C467,Laura Diaz,F,29,Pune,72491716,Savings,460528,T0467,2024-07-25,Transfer,5199,,L0467,819733.0,496470.0,651
C468,Jonathan Henson,M,38,Hyderabad,91033667,Current,411514,T0468,2024-07-13,Withdrawal,90271,,L0468,,,662
C469,Ryan Carter,F,56,Ahmedabad,89698922,Savings,418824,T0469,2025-01-16,Deposit,40331,25318638.0,L0469,,,809
C470,Douglas Hicks,M,49,Bengaluru,36197986,Savings,143166,T0470,2024-11-06,Withdrawal,90148,52401742.0,L0470,118688.0,115864.0,707
C471,Lori Clark MD,M,64,Pune,32897735,Current,76524,T0471,2024-07-04,Deposit,47518,17350412.0,,,,800
C472,Kimberly Thomas,M,35,Ahmedabad,18105178,Savings,266734,T0472,2025-01-29,Transfer,66424,,,,,656
C473,Danielle Bullock,F,62,Mumbai,11919398,Savings,408944,T0473,2025-04-09,Deposit,167857,82119024.0,L0473,430596.0,385673.0,702
C474,Wendy Smith,M,43,Ahmedabad,79479681,Savings,430186,T0474,2025-05-01,Transfer,166276,62367026.0,,810883.0,358777.0,648
C475,David Stephenson,M,40,Pune,41926578,Current,111860,T0475,2025-02-07,Transfer,89763,52577029.0,,208464.0,206413.0,608
C476,Jillian Whitehead,F,37,Ahmedabad,81397859,Current,125080,T0476,2024-06-08,Withdrawal,148926,26052053.0,,511544.0,56613.0,717
C477,Jill Potts,F,57,Chennai,86527112,Current,213577,T0477,2025-05-04,Transfer,114234,,L0477,,,804
C478,Nicole Gilbert,M,42,Chennai,46151321,Savings,126780,T0478,2024-04-07,Withdrawal,81287,,,210398.0,85524.0,805
C479,Elizabeth Collins,M,36,Kolkata,26898539,Current,446766,T0479,2024-09-18,Deposit,97752,,,232292.0,75650.0,794
C480,Savannah Martin,F,50,Bengaluru,36676605,Current,448101,T0480,2025-09-19,Deposit,22324,,,,,647
C481,Jessica Bowers,F,29,Hyderabad,87828606,Savings,172276,T0481,2024-06-25,Transfer,178701,73563960.0,L0481,850875.0,22141.0,745
C482,Marilyn Brennan,M,41,Chennai,87716080,Savings,282731,T0482,2024-12-02,Withdrawal,31945,74324654.0,L0482,,,698
C483,Latoya Valdez,F,64,Hyderabad,31069570,Current,175835,T0483,2025-08-04,Transfer,193103,17845663.0,L0483,975645.0,218316.0,845
C484,Jacqueline Smith,M,49,Delhi,14920528,Savings,274004,T0484,2025-08-02,Withdrawal,3344,86435030.0,L0484,,,823
C485,Frank Williams,F,24,Chennai,17551979,Current,76580,T0485,2024-09-30,Withdrawal,180836,19342681.0,L0485,846708.0,127987.0,631
C486,Cory Miller,F,31,Bengaluru,72534448,Current,66767,T0486,2024-11-30,Deposit,65303,12344940.0,,,,783
C487,Peter Ruiz,M,61,Pune,69753301,Current,486490,T0487,2025-01-15,Withdrawal,56620,,,,,662
C488,Victoria Nichols,M,57,Bengaluru,91419166,Current,496627,T0488,2025-09-04,Withdrawal,104548,,,,,788
C489,Jessica Winters,F,51,Hyderabad,54373185,Savings,292503,T0489,2024-03-25,Deposit,83515,,,,,833
C490,Mr. Chris Reed,M,47,Hyderabad,99085870,Savings,174305,T0490,2025-06-21,Deposit,65038,,,752195.0,458901.0,813
C491,Melanie Flores,M,37,Mumbai,44103187,Savings,359108,T0491,2024-05-29,Withdrawal,140955,,L0491,,,774
C492,Karen Mccoy,F,51,Delhi,53584657,Current,465433,T0492,2024-03-19,Deposit,152862,35435762.0,L0492,667317.0,569314.0,689
C493,Shawn Moore,F,31,Mumbai,24531404,Savings,317412,T0493,2024-06-15,Transfer,187512,,,,,634
C494,Ashley Campbell,M,26,Hyderabad,85771837,Current,478994,T0494,2025-09-05,Deposit,69296,46231136.0,L0494,866930.0,356568.0,845
C495,Erin Holder,M,58,Ahmedabad,65392659,Current,173074,T0495,2025-05-01,Deposit,80169,,L0495,735302.0,473054.0,829
C496,Brandon Quinn,F,47,Mumbai,51290497,Savings,91625,T0496,2025-08-14,Transfer,115041,,,,,711
C497,Andrea Brown,F,28,Pune,85149427,Savings,439273,T0497,2024-06-07,Withdrawal,38279,81839161.0,,118354.0,25126.0,831
C498,Kayla Soto,F,54,Delhi,57713978,Savings,452889,T0498,2024-02-14,Transfer,76735,,,,,773
C499,Gail Dominguez,M,63,Delhi,26560888,Savings,171309,T0499,2024-12-19,Deposit,76092,95777386.0,,351450.0,79468.0,787
C500,Louis Barrett,F,61,Ahmedabad,25287484,Current,292559,T0500,2024-07-22,Deposit,173614,97243602.0,,,,777
C501,Dana Willis,M,59,Mumbai,91280748,Current,348398,T0501,2025-06-06,Deposit,40356,,,815460.0,126593.0,848
C502,Laura Cowan,M,43,Hyderabad,46633626,Current,429369,T0502,2025-02-21,Withdrawal,179055,,,644654.0,225168.0,616
C503,Jennifer Matthews,F,42,Kolkata,29529955,Savings,246087,T0503,2024-05-11,Withdrawal,166693,,,307384.0,118360.0,694
C504,Isaac Hudson,M,30,Ahmedabad,13719613,Savings,453510,T0504,2025-07-20,Transfer,170198,,,551371.0,38964.0,831
C505,Tony Moran,F,42,Hyderabad,65606591,Current,478567,T0505,2025-06-19,Transfer,42299,41032321.0,,,,685
C506,Mary Lowery,M,45,Bengaluru,58282007,Current,309275,T0506,2025-04-15,Deposit,46160,90165743.0,,831831.0,816975.0,646
C507,Brenda Jones,F,52,Chennai,15386030,Savings,15398,T0507,2024-02-08,Deposit,25684,73698240.0,,,,635
C508,Crystal Merritt,F,54,Ahmedabad,41939923,Savings,193648,T0508,2025-06-11,Withdrawal,184408,,L0508,735643.0,239984.0,752
C509,Ms. Kelly Benson,F,31,Ahmedabad,16148759,Current,421299,T0509,2025-02-18,Withdrawal,33106,81606114.0,,933262.0,471300.0,795
C510,Mr. Brian Allen,F,33,Pune,63562311,Current,176686,T0510,2024-01-09,Transfer,101734,28010102.0,L0510,549263.0,384778.0,700
C511,David Nelson,M,25,Ahmedabad,84709037,Current,141837,T0511,2025-10-17,Deposit,137176,,L0511,634926.0,293521.0,717
C512,Betty Ferguson,F,38,Delhi,61269731,Current,93461,T0512,2024-11-27,Transfer,11080,80953007.0,,,,841
C513,Debra Mcintosh,M,39,Mumbai,66302837,Savings,81581,T0513,2024-11-23,Transfer,114758,31028263.0,,850545.0,558077.0,815
C514,Linda Walker,F,39,Bengaluru,99268098,Current,140434,T0514,2025-05-31,Withdrawal,76263,,L0514,,,679
C515,Robert Cruz,M,29,Mumbai,11306505,Savings,89936,T0515,2025-04-09,Deposit,133389,,L0515,201035.0,5135.0,769
C516,Tyrone Smith,M,53,Mumbai,50408442,Savings,327704,T0516,2024-11-24,Deposit,72720,75916723.0,L0516,661220.0,113864.0,837
C517,Bryan Chapman,M,35,Chennai,90520281,Savings,386758,T0517,2025-03-13,Withdrawal,172645,11335739.0,L0517,,,692
C518,Kelly Harper,F,48,Chennai,17323538,Savings,134402,T0518,2025-07-02,Transfer,176369,,,351910.0,73693.0,803
C519,Mary Kelly,M,45,Mumbai,94955834,Current,361148,T0519,2024-05-21,Deposit,169032,,,,,600
C520,Ronald Schroeder,F,27,Kolkata,61426898,Current,288029,T0520,2024-04-10,Withdrawal,138696,,L0520,750689.0,723629.0,799
C521,Joan Wilson,F,62,Bengaluru,93884568,Savings,50972,T0521,2025-02-13,Deposit,165097,35779443.0,,110301.0,66618.0,785
C522,James Anderson,M,37,Pune,68025823,Current,395965,T0522,2025-02-23,Transfer,29657,85494379.0,L0522,,,827
C523,Madison Wallace,M,65,Mumbai,10647674,Savings,319672,T0523,2024-06-30,Withdrawal,85252,94867219.0,L0523,813154.0,348783.0,826
C524,Christopher Thompson,F,63,Hyderabad,95167694,Savings,142306,T0524,2025-01-18,Transfer,84087,13076997.0,,,,786
C525,Jared Morales,F,42,Ahmedabad,65915988,Savings,22493,T0525,2025-02-06,Withdrawal,191097,,L0525,,,620
C526,Mark Brewer,M,30,Chennai,34285059,Current,234566,T0526,2024-11-14,Deposit,25362,68402993.0,L0526,318325.0,293103.0,788
C527,Jason Burke,F,25,Pune,66657101,Current,87985,T0527,2025-05-02,Transfer,128924,,,,,744
C528,Julie Green,F,44,Chennai,68072872,Savings,23606,T0528,2025-08-19,Transfer,186387,,,,,633
C529,Billy Gilbert,M,30,Bengaluru,66841494,Savings,133759,T0529,2024-05-06,Withdrawal,151815,,L0529,,,786
C530,Meghan Patterson,M,52,Ahmedabad,62380929,Current,355157,T0530,2024-10-27,Transfer,176565,26823865.0,L0530,,,741
C531,Mary Hayes,F,64,Pune,19466296,Savings,158564,T0531,2024-12-22,Transfer,105914,,L0531,,,604
C532,Joseph Mcdowell,M,52,Hyderabad,41771287,Savings,118237,T0532,2025-10-11,Withdrawal,12288,,L0532,198362.0,190757.0,828
C533,Debbie Higgins,M,34,Hyderabad,90978452,Current,396922,T0533,2025-05-27,Deposit,97742,84524680.0,L0533,,,748
C534,Alvin Bailey,M,43,Bengaluru,33480205,Current,469220,T0534,2024-06-12,Transfer,4856,,,246348.0,33388.0,629
C535,Nicholas Gomez,M,45,Hyderabad,31650466,Current,10327,T0535,2024-11-14,Withdrawal,35030,,L0535,,,847
C536,Scott Duffy,F,47,Hyderabad,10640192,Current,312351,T0536,2024-02-24,Withdrawal,191247,,L0536,927234.0,568362.0,741
C537,Nicole Barry,M,23,Mumbai,88180215,Savings,278010,T0537,2024-02-22,Deposit,10020,37671523.0,L0537,,,705
C538,Andrew Tucker,M,25,Bengaluru,51758353,Current,3130,T0538,2024-09-30,Transfer,77089,,L0538,673931.0,106374.0,643
C539,Jeffrey Harrison,M,64,Bengaluru,44165191,Savings,186829,T0539,2024-01-17,Withdrawal,182254,88019808.0,L0539,691391.0,689194.0,783
C540,Rebecca Blake,F,44,Chennai,97834629,Savings,451409,T0540,2024-01-06,Deposit,132604,,L0540,,,792
C541,Karen Espinoza,M,48,Ahmedabad,87906141,Savings,476714,T0541,2024-04-27,Deposit,140321,37487383.0,,,,634
C542,Edward Miller,M,50,Chennai,57422716,Savings,349380,T0542,2025-06-24,Withdrawal,77611,,L0542,,,753
C543,Joseph Smith,F,45,Bengaluru,95288479,Current,445666,T0543,2024-12-02,Transfer,94881,71844441.0,,,,616
C544,Leslie Hernandez,F,38,Bengaluru,27278373,Current,309291,T0544,2025-10-07,Withdrawal,177037,,L0544,492383.0,274669.0,666
C545,Shirley Terry,F,49,Hyderabad,71488027,Current,485421,T0545,2024-02-06,Transfer,179364,,L0545,,,783
C546,Heather Moore,F,24,Delhi,55080995,Current,226292,T0546,2024-01-04,Deposit,15819,,,366671.0,315108.0,615
C547,Krystal Clark,F,24,Kolkata,92839673,Savings,29965,T0547,2025-03-10,Deposit,30563,29861948.0,L0547,856139.0,193499.0,726
C548,Lawrence Mcmahon,M,30,Kolkata,41731378,Savings,72962,T0548,2025-10-15,Withdrawal,42115,13165489.0,L0548,475852.0,59862.0,811
C549,Alicia Ryan,F,23,Bengaluru,82638562,Current,280950,T0549,2024-09-18,Deposit,85823,,,439089.0,115808.0,703
C550,Katherine Rodriguez,F,24,Pune,40825959,Current,274787,T0550,2025-04-02,Withdrawal,60466,,L0550,,,635
C551,Susan Herrera,F,57,Mumbai,59365547,Current,250705,T0551,2025-03-01,Transfer,63854,24563112.0,L0551,,,678
C552,Ryan Randolph,F,64,Hyderabad,80596529,Savings,76437,T0552,2025-03-23,Deposit,39017,,,,,754
C553,Eric Kelly,F,51,Ahmedabad,99227874,Savings,45469,T0553,2025-03-01,Deposit,42068,,L0553,817644.0,557303.0,816
C554,Christopher Coleman,F,53,Ahmedabad,46314041,Current,34017,T0554,2025-09-03,Transfer,140526,27432934.0,L0554,979586.0,779782.0,824
C555,Debbie Glenn,M,49,Ahmedabad,11558304,Current,44508,T0555,2024-06-03,Transfer,121493,,,516351.0,229608.0,665
C556,William Hicks MD,F,43,Mumbai,10244044,Current,321412,T0556,2024-09-30,Withdrawal,20147,,,,,761
C557,Kyle Boyd,M,48,Pune,27852223,Current,1287,T0557,2024-08-07,Transfer,138192,63974769.0,L0557,,,790
C558,Christina Hicks,M,27,Mumbai,71612601,Savings,21570,T0558,2025-09-05,Transfer,13809,,L0558,,,686
C559,John Holland,M,25,Delhi,67030306,Current,91101,T0559,2024-02-10,Transfer,151791,,,144321.0,142996.0,661
C560,Laura Hanna,F,56,Kolkata,87802766,Savings,201350,T0560,2024-12-07,Withdrawal,7758,70934483.0,L0560,,,699
C561,Jared Navarro,F,58,Bengaluru,37974846,Current,21958,T0561,2024-04-15,Withdrawal,195436,,L0561,114074.0,111502.0,642
C562,Tony Rodriguez,F,61,Kolkata,84097494,Savings,131664,T0562,2024-06-09,Withdrawal,109301,,L0562,,,607
C563,Jesus Dominguez,F,25,Chennai,59427464,Savings,300013,T0563,2024-07-09,Deposit,192918,48804429.0,L0563,122493.0,58954.0,667
C564,Kelly Bush,F,55,Hyderabad,79365517,Savings,85270,T0564,2025-06-26,Withdrawal,42672,,L0564,249178.0,131122.0,831
C565,Christopher Collins,M,60,Chennai,69511702,Current,288647,T0565,2025-05-22,Withdrawal,100306,87466525.0,,590500.0,443866.0,683
C566,Doris Burns,M,22,Kolkata,93544233,Savings,318266,T0566,2024-02-23,Withdrawal,10391,16366123.0,L0566,933824.0,195728.0,781
C567,Zachary Brown,M,61,Hyderabad,69122955,Current,57671,T0567,2024-01-21,Withdrawal,100940,39470673.0,,,,717
C568,Jason Owens,F,29,Mumbai,27839551,Savings,457203,T0568,2025-06-14,Withdrawal,182913,,L0568,112452.0,26052.0,625
C569,John Bentley,F,60,Delhi,70684877,Current,152476,T0569,2025-03-04,Transfer,61745,73011282.0,,304431.0,153635.0,738
C570,Jerry Farmer,F,64,Chennai,41047139,Current,267865,T0570,2024-12-26,Transfer,58779,75304871.0,L0570,529336.0,316117.0,756
C571,Charles Chavez,M,63,Hyderabad,43536052,Current,480525,T0571,2024-04-03,Deposit,114850,67896456.0,L0571,,,815
C572,Stephanie Flynn,F,47,Hyderabad,82256589,Savings,399688,T0572,2024-04-30,Deposit,148217,,,,,681
C573,Rachel Finley,M,25,Chennai,58646595,Savings,133372,T0573,2025-07-22,Deposit,185884,59152305.0,,,,653
C574,Casey Hunt,F,56,Chennai,56500978,Savings,307347,T0574,2024-07-11,Deposit,28761,55128223.0,,,,833
C575,Mary Levy,M,42,Hyderabad,35389949,Current,400004,T0575,2025-08-29,Transfer,66502,,,,,764
C576,Norma Byrd,M,22,Delhi,66201314,Savings,224289,T0576,2024-01-07,Withdrawal,133321,84456490.0,,421708.0,84296.0,782
C577,Terri Ramos,M,64,Ahmedabad,63404676,Savings,45540,T0577,2024-09-25,Transfer,131173,61652970.0,L0577,195787.0,45658.0,724
C578,Thomas Foster,M,41,Ahmedabad,73824303,Savings,152602,T0578,2025-03-11,Deposit,180929,76969207.0,,457977.0,156268.0,708
C579,Andrea Torres,F,54,Kolkata,30231508,Savings,303488,T0579,2025-01-02,Deposit,23350,,,312230.0,255329.0,646
C580,Cody Bailey,F,56,Kolkata,64812637,Savings,166055,T0580,2024-10-18,Transfer,31385,,,454625.0,345660.0,737
C581,Frank Brown,M,46,Mumbai,83617457,Current,359558,T0581,2025-07-09,Deposit,146199,33403892.0,L0581,549638.0,400324.0,820
C582,April Allen,F,56,Hyderabad,92618629,Current,414419,T0582,2024-10-03,Withdrawal,82640,,,,,637
C583,Renee Hernandez,M,40,Hyderabad,14370678,Current,497660,T0583,2025-04-03,Deposit,116809,77015691.0,L0583,,,826
C584,Brenda Munoz DDS,F,58,Kolkata,32768248,Current,78881,T0584,2024-06-07,Deposit,72949,79452854.0,,,,684
C585,Matthew Morrison,F,57,Mumbai,59914227,Savings,496945,T0585,2024-04-02,Withdrawal,82696,88032999.0,L0585,,,631
C586,Cesar Wood,M,35,Delhi,29594804,Current,401438,T0586,2024-12-18,Deposit,159831,90512396.0,,,,770
C587,David Parker,M,23,Kolkata,88241657,Current,335593,T0587,2025-09-20,Withdrawal,165903,76069559.0,,106712.0,100948.0,619
C588,Claire Lopez,F,58,Delhi,29310158,Savings,146642,T0588,2025-01-18,Deposit,195853,95766620.0,L0588,,,710
C589,Zachary Estes,F,60,Mumbai,13376183,Savings,427775,T0589,2024-11-15,Withdrawal,164076,82101610.0,,,,679
C590,Tiffany Bradley,M,35,Pune,13828272,Current,287990,T0590,2025-08-30,Deposit,10797,43534819.0,,,,697
C591,Amy Thomas,M,27,Chennai,36157805,Savings,76192,T0591,2024-08-11,Deposit,147827,50505077.0,L0591,,,789
C592,Holly Malone,M,48,Delhi,92096081,Current,84906,T0592,2024-01-01,Deposit,175646,,,,,640
C593,Julian Cortez,M,37,Pune,36395476,Current,476658,T0593,2024-05-24,Transfer,159852,,L0593,,,617
C594,Rose Gonzalez,M,53,Chennai,11156429,Current,429328,T0594,2024-12-22,Deposit,26594,14438560.0,,652234.0,227826.0,839
C595,Marvin Shaw,M,46,Delhi,75461469,Savings,26614,T0595,2024-01-01,Withdrawal,74760,48189127.0,,,,765
C596,Stanley Hoffman,F,65,Kolkata,48223556,Current,82125,T0596,2024-08-17,Transfer,147009,83025391.0,L0596,,,699
C597,Jason Hamilton,F,28,Pune,41970770,Current,45845,T0597,2025-04-22,Transfer,112699,27820743.0,,271558.0,94985.0,757
C598,Savannah Martinez,F,44,Delhi,42685530,Savings,307937,T0598,2024-12-30,Withdrawal,124880,,L0598,,,730
C599,Angela Gibson,M,28,Kolkata,38054441,Savings,286901,T0599,2025-06-18,Withdrawal,191830,22829561.0,L0599,,,806
C600,Anthony Williams,M,22,Kolkata,95332320,Savings,320439,T0600,2024-12-28,Transfer,103805,,,,,838
C601,Shannon Barton,M,40,Pune,77529924,Current,198157,T0601,2024-07-26,Transfer,110228,,L0601,949000.0,438590.0,681
C602,Justin Campbell,F,47,Hyderabad,78718171,Current,464108,T0602,2025-03-19,Withdrawal,24293,,,724748.0,242774.0,737
C603,Elizabeth Fisher,F,22,Delhi,11967160,Savings,254057,T0603,2024-05-26,Deposit,89200,35543469.0,,,,748
C604,Abigail Green,M,37,Mumbai,68952828,Current,461559,T0604,2024-10-15,Deposit,123260,,,,,633
C605,Aaron Lewis,M,32,Kolkata,14621479,Current,91746,T0605,2025-01-23,Transfer,194709,,L0605,,,604
C606,Shannon Perez,F,47,Pune,22551440,Savings,476798,T0606,2024-03-15,Withdrawal,49933,,,,,629
C607,Kevin Baird,F,32,Mumbai,84427811,Savings,206559,T0607,2025-06-08,Transfer,28565,,,,,695
C608,Tina Smith,M,31,Delhi,12437279,Savings,26685,T0608,2024-01-16,Withdrawal,187568,34652786.0,,,,621
C609,Robert Nichols,F,36,Ahmedabad,59009817,Current,36961,T0609,2024-08-28,Transfer,47676,22902163.0,,814098.0,540936.0,714
C610,Sara Foster,M,40,Ahmedabad,53283415,Current,226231,T0610,2024-06-08,Transfer,51045,,,,,802
C611,Gregory Johnson,M,30,Pune,38048231,Savings,207772,T0611,2024-09-11,Withdrawal,114008,,L0611,,,633
C612,Stephen Leach,F,27,Pune,20747058,Savings,100676,T0612,2025-10-30,Deposit,84271,92396826.0,L0612,318665.0,57412.0,704
C613,Diana Carlson,M,40,Mumbai,78781867,Current,368509,T0613,2025-10-02,Deposit,89154,81660541.0,L0613,632015.0,468678.0,619
C614,Michael Bell,M,55,Kolkata,65307824,Current,353203,T0614,2024-10-08,Deposit,43007,,L0614,304151.0,223160.0,760
C615,Julie Nolan,M,44,Bengaluru,32164669,Savings,225881,T0615,2024-06-05,Deposit,6358,40489786.0,,,,650
C616,Kimberly Savage,M,35,Kolkata,34022349,Current,132559,T0616,2024-04-11,Withdrawal,115591,,,,,820
C617,Margaret Adams,F,34,Mumbai,27117540,Savings,253414,T0617,2025-06-15,Withdrawal,186238,10868760.0,,822127.0,664207.0,807
C618,Hannah Munoz,F,50,Delhi,25202651,Savings,338083,T0618,2024-12-11,Deposit,122647,74357503.0,,,,713
C619,Jade Callahan,F,21,Pune,99134938,Current,319323,T0619,2025-05-11,Transfer,73460,75646536.0,L0619,,,702
C620,Jeremy Salinas,M,62,Bengaluru,58175924,Savings,127587,T0620,2025-10-12,Deposit,113976,,L0620,511754.0,263322.0,767
C621,Timothy Hicks,F,34,Hyderabad,14635719,Savings,28582,T0621,2024-02-06,Deposit,167024,,L0621,741547.0,191035.0,785
C622,Courtney Duke,F,33,Hyderabad,64272356,Current,14738,T0622,2024-08-22,Deposit,157958,,,,,672
C623,Steven Galvan,M,44,Ahmedabad,69257093,Savings,446784,T0623,2024-11-05,Deposit,114062,94605152.0,,,,773
C624,Sabrina Harrell,M,24,Hyderabad,52070155,Current,185010,T0624,2024-11-22,Transfer,28665,70546177.0,,333310.0,137898.0,633
C625,Jacqueline Baker,M,24,Ahmedabad,42517774,Savings,21984,T0625,2024-03-09,Transfer,51756,,,235927.0,6058.0,619
C626,Katelyn Waters,M,45,Delhi,87407068,Savings,109306,T0626,2025-07-11,Transfer,104812,,,,,808
C627,Carol Hernandez,F,44,Ahmedabad,66504759,Current,187636,T0627,2025-09-01,Transfer,178769,73208964.0,L0627,,,690
C628,Gary Warren,F,26,Ahmedabad,71101093,Savings,300931,T0628,2024-12-21,Transfer,22602,69052065.0,,777032.0,137260.0,709
C629,Kimberly Benton,M,53,Pune,74587967,Current,102906,T0629,2025-09-02,Withdrawal,129072,,L0629,,,719
C630,Thomas Fry,M,28,Kolkata,16597349,Savings,337453,T0630,2024-06-16,Deposit,50053,,L0630,887192.0,362815.0,795
C631,Andre Orozco,F,64,Pune,68775050,Current,345456,T0631,2024-05-15,Transfer,162903,39526289.0,,,,816
C632,Denise Chambers,F,36,Hyderabad,27298220,Current,433317,T0632,2024-10-10,Deposit,91754,74312942.0,,547918.0,74569.0,828
C633,Debra Martin,M,64,Kolkata,36497233,Savings,471322,T0633,2024-02-07,Transfer,193713,,L0633,,,713
C634,Tyler Hall,M,21,Ahmedabad,89456874,Current,408817,T0634,2025-02-13,Deposit,75896,59556205.0,L0634,552675.0,260151.0,728
C635,Kelly Craig,M,50,Delhi,16949321,Current,331688,T0635,2024-01-24,Deposit,91920,24891705.0,L0635,433407.0,395604.0,842
